invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Hour,Total,Day_of_Week,Month,Year,Week
190,WALM084,Schertz,Home and lifestyle,69.81,4.0,2019-01-28,20:50:00,Credit card,5.9,0.33,20,279.24,Monday,1,2019,5
191,WALM059,Pflugerville,Home and lifestyle,77.04,3.0,2019-11-02,10:39:00,Credit card,7.2,0.33,10,231.12,Saturday,11,2019,44
192,WALM062,Galveston,Fashion accessories,73.52,2.0,2019-01-15,13:41:00,Ewallet,4.6,0.33,13,147.04,Tuesday,1,2019,3
193,WALM090,Brownwood,Food and beverages,87.8,9.0,2019-03-16,19:08:00,Cash,9.2,0.33,19,790.1999999999999,Saturday,3,2019,11
194,WALM015,Grand Prairie,Home and lifestyle,25.55,4.0,2019-01-26,20:23:00,Ewallet,5.7,0.48,20,102.2,Saturday,1,2019,4
195,WALM003,San Antonio,Electronic accessories,32.71,5.0,2019-03-19,11:30:00,Credit card,9.9,0.48,11,163.55,Tuesday,3,2019,12
196,WALM066,Grapevine,Fashion accessories,74.29,1.0,2019-01-13,19:30:00,Cash,5.0,0.33,19,74.29,Sunday,1,2019,2
197,WALM079,La Porte,Health and beauty,43.7,2.0,2019-03-26,18:03:00,Cash,4.9,0.33,18,87.4,Tuesday,3,2019,13
198,WALM002,Dallas,Home and lifestyle,25.29,1.0,2019-03-23,10:13:00,Ewallet,6.1,0.36,10,25.29,Saturday,3,2019,12
199,WALM094,Alamo,Health and beauty,41.5,4.0,2019-12-03,19:58:00,Credit card,8.2,0.33,19,166.0,Tuesday,12,2019,49
200,WALM047,Flower Mound,Food and beverages,71.39,5.0,2019-02-17,19:57:00,Credit card,5.5,0.48,19,356.95,Sunday,2,2019,7
201,WALM100,Canyon,Sports and travel,19.15,6.0,2019-01-29,10:01:00,Credit card,6.8,0.18,10,114.89999999999999,Tuesday,1,2019,5
202,WALM005,Fort Worth,Electronic accessories,57.49,4.0,2019-03-15,11:57:00,Cash,6.6,0.48,11,229.96,Friday,3,2019,11
203,WALM086,Rosenberg,Electronic accessories,61.41,7.0,2019-01-14,10:02:00,Cash,9.8,0.33,10,429.87,Monday,1,2019,3
204,WALM029,Round Rock,Health and beauty,25.9,10.0,2019-06-02,14:51:00,Ewallet,8.7,0.48,14,259.0,Sunday,6,2019,22
205,WALM065,Texas City,Home and lifestyle,17.77,5.0,2019-02-15,12:42:00,Credit card,5.4,0.33,12,88.85,Friday,2,2019,7
206,WALM085,Kerrville,Health and beauty,23.03,9.0,2019-03-01,12:02:00,Ewallet,7.9,0.33,12,207.27,Friday,3,2019,9
207,WALM034,College Station,Electronic accessories,66.65,9.0,2019-04-01,18:19:00,Credit card,9.7,0.48,18,599.85,Monday,4,2019,14
208,WALM055,Waxahachie,Home and lifestyle,28.53,10.0,2019-03-18,17:38:00,Ewallet,7.8,0.33,17,285.3,Monday,3,2019,12
209,WALM043,Baytown,Fashion accessories,30.37,3.0,2019-03-28,13:41:00,Ewallet,5.1,0.48,13,91.11,Thursday,3,2019,13
210,WALM003,San Antonio,Electronic accessories,99.73,9.0,2019-02-03,19:42:00,Credit card,6.5,0.48,19,897.57,Sunday,2,2019,5
211,WALM050,Victoria,Electronic accessories,26.23,9.0,2019-01-25,20:24:00,Ewallet,5.9,0.48,20,236.07,Friday,1,2019,4
212,WALM057,Euless,Food and beverages,93.26,9.0,2019-01-16,18:08:00,Cash,8.8,0.33,18,839.34,Wednesday,1,2019,3
213,WALM088,Cleburne,Home and lifestyle,92.36,5.0,2019-03-20,19:17:00,Ewallet,4.9,0.33,19,461.8,Wednesday,3,2019,12
214,WALM093,Angleton,Sports and travel,46.42,3.0,2019-04-01,13:24:00,Credit card,4.4,0.33,13,139.26,Monday,4,2019,14
215,WALM065,Texas City,Sports and travel,29.61,7.0,2019-11-03,15:53:00,Cash,6.5,0.33,15,207.26999999999998,Sunday,11,2019,44
216,WALM072,Lancaster,Home and lifestyle,18.28,1.0,2019-03-22,15:05:00,Credit card,8.3,0.33,15,18.28,Friday,3,2019,12
217,WALM038,Sugar Land,Sports and travel,24.77,5.0,2019-03-24,18:27:00,Cash,8.5,0.48,18,123.85,Sunday,3,2019,12
218,WALM081,Friendswood,Electronic accessories,94.64,3.0,2019-02-21,16:55:00,Cash,5.5,0.33,16,283.92,Thursday,2,2019,8
219,WALM043,Baytown,Fashion accessories,94.87,8.0,2019-12-02,12:58:00,Ewallet,8.7,0.48,12,758.96,Monday,12,2019,49
220,WALM044,Pharr,Food and beverages,57.34,3.0,2019-10-03,18:59:00,Credit card,7.9,0.48,18,172.02,Thursday,10,2019,40
221,WALM002,Dallas,Electronic accessories,45.35,6.0,2019-01-31,13:44:00,Ewallet,6.1,0.36,13,272.1,Thursday,1,2019,5
222,WALM056,Rowlett,Food and beverages,62.08,7.0,2019-06-03,13:46:00,Ewallet,5.4,0.33,13,434.56,Monday,6,2019,23
223,WALM020,Killeen,Electronic accessories,11.81,5.0,2019-02-17,18:06:00,Cash,9.4,0.48,18,59.050000000000004,Sunday,2,2019,7
224,WALM026,Denton,Fashion accessories,12.54,1.0,2019-02-21,12:38:00,Cash,8.2,0.48,12,12.54,Thursday,2,2019,8
225,WALM003,San Antonio,Food and beverages,43.25,2.0,2019-03-20,15:56:00,Cash,6.2,0.48,15,86.5,Wednesday,3,2019,12
226,WALM067,Haltom City,Sports and travel,87.16,2.0,2019-11-01,14:29:00,Credit card,9.7,0.33,14,174.32,Friday,11,2019,44
227,WALM059,Pflugerville,Health and beauty,69.37,9.0,2019-01-26,19:14:00,Ewallet,4.0,0.33,19,624.33,Saturday,1,2019,4
228,WALM068,Burleson,Electronic accessories,37.06,4.0,2019-01-31,16:24:00,Ewallet,9.7,0.33,16,148.24,Thursday,1,2019,5
229,WALM049,North Richland Hills,Electronic accessories,90.7,6.0,2019-02-26,10:52:00,Cash,5.3,0.48,10,544.2,Tuesday,2,2019,9
230,WALM087,Waxahachie,Home and lifestyle,63.42,8.0,2019-11-03,12:55:00,Ewallet,7.4,0.33,12,507.36,Sunday,11,2019,44
231,WALM007,Arlington,Fashion accessories,81.37,2.0,2019-01-26,19:28:00,Cash,6.5,0.48,19,162.74,Saturday,1,2019,4
232,WALM024,Carrollton,Electronic accessories,10.59,3.0,2019-12-03,13:52:00,Credit card,8.7,0.48,13,31.77,Tuesday,12,2019,49
233,WALM059,Pflugerville,Health and beauty,84.09,9.0,2019-11-02,10:54:00,Cash,8.0,0.33,10,756.8100000000001,Saturday,11,2019,44
234,WALM045,Missouri City,Fashion accessories,73.82,4.0,2019-02-21,18:31:00,Credit card,6.7,0.48,18,295.28,Thursday,2,2019,8
235,WALM069,Rockwall,Health and beauty,51.94,10.0,2019-09-03,18:24:00,Ewallet,6.5,0.33,18,519.4,Tuesday,9,2019,36
236,WALM084,Schertz,Sports and travel,93.14,2.0,2019-01-20,18:09:00,Ewallet,4.1,0.33,18,186.28,Sunday,1,2019,3
237,WALM068,Burleson,Health and beauty,17.41,5.0,2019-01-28,15:16:00,Credit card,4.9,0.33,15,87.05,Monday,1,2019,5
238,WALM023,Midland,Fashion accessories,44.22,5.0,2019-05-03,17:07:00,Credit card,8.6,0.48,17,221.1,Friday,5,2019,18
239,WALM040,Edinburg,Electronic accessories,13.22,5.0,2019-02-03,19:26:00,Cash,4.3,0.48,19,66.10000000000001,Sunday,2,2019,5
240,WALM085,Kerrville,Fashion accessories,89.69,1.0,2019-11-01,11:20:00,Ewallet,4.9,0.33,11,89.69,Friday,11,2019,44
241,WALM009,Plano,Food and beverages,24.94,9.0,2019-11-01,16:49:00,Credit card,5.6,0.48,16,224.46,Friday,11,2019,44
242,WALM100,Canyon,Health and beauty,59.77,2.0,2019-11-03,12:01:00,Credit card,5.8,0.18,12,119.54,Sunday,11,2019,44
243,WALM077,Coppell,Fashion accessories,93.2,2.0,2019-02-28,18:37:00,Credit card,6.0,0.33,18,186.4,Thursday,2,2019,9
244,WALM034,College Station,Home and lifestyle,62.65,4.0,2019-05-01,11:25:00,Cash,4.2,0.48,11,250.6,Wednesday,5,2019,18
245,WALM070,Hurst,Home and lifestyle,93.87,8.0,2019-02-02,18:42:00,Credit card,8.3,0.33,18,750.96,Saturday,2,2019,5
246,WALM021,McAllen,Home and lifestyle,47.59,8.0,2019-01-01,14:47:00,Cash,5.7,0.48,14,380.72,Tuesday,1,2019,1
247,WALM044,Pharr,Electronic accessories,81.4,3.0,2019-09-02,19:43:00,Cash,4.8,0.48,19,244.20000000000002,Monday,9,2019,36
248,WALM055,Waxahachie,Fashion accessories,17.94,5.0,2019-01-23,14:04:00,Ewallet,6.8,0.33,14,89.7,Wednesday,1,2019,4
249,WALM019,Pasadena,Electronic accessories,77.72,4.0,2019-07-01,16:11:00,Credit card,8.8,0.48,16,310.88,Monday,7,2019,27
250,WALM026,Denton,Food and beverages,73.06,7.0,2019-01-14,19:06:00,Credit card,4.2,0.48,19,511.42,Monday,1,2019,3
251,WALM033,Pearland,Food and beverages,46.55,9.0,2019-02-02,15:34:00,Ewallet,6.4,0.48,15,418.95,Saturday,2,2019,5
252,WALM078,Del Rio,Fashion accessories,35.19,10.0,2019-03-17,19:06:00,Credit card,8.4,0.33,19,351.9,Sunday,3,2019,11
253,WALM066,Grapevine,Sports and travel,14.39,2.0,2019-02-03,19:44:00,Credit card,7.2,0.33,19,28.78,Sunday,2,2019,5
254,WALM011,Lubbock,Home and lifestyle,23.75,4.0,2019-03-16,11:22:00,Cash,5.2,0.48,11,95.0,Saturday,3,2019,11
255,WALM016,Brownsville,Home and lifestyle,58.9,8.0,2019-06-01,11:23:00,Cash,8.9,0.48,11,471.2,Saturday,6,2019,22
256,WALM048,Harlingen,Fashion accessories,32.62,4.0,2019-01-29,14:12:00,Cash,9.0,0.48,14,130.48,Tuesday,1,2019,5
257,WALM067,Haltom City,Electronic accessories,66.35,1.0,2019-01-31,10:46:00,Credit card,9.7,0.33,10,66.35,Thursday,1,2019,5
258,WALM049,North Richland Hills,Home and lifestyle,25.91,6.0,2019-05-02,10:16:00,Ewallet,8.7,0.48,10,155.46,Thursday,5,2019,18
259,WALM029,Round Rock,Electronic accessories,32.25,4.0,2019-02-13,12:38:00,Ewallet,6.5,0.48,12,129.0,Wednesday,2,2019,7
260,WALM100,Canyon,Electronic accessories,65.94,4.0,2019-07-02,13:05:00,Credit card,6.9,0.18,13,263.76,Tuesday,7,2019,27
261,WALM074,Weslaco,Electronic accessories,75.06,9.0,2019-03-19,13:25:00,Cash,6.2,0.33,13,675.54,Tuesday,3,2019,12
262,WALM019,Pasadena,Fashion accessories,16.45,4.0,2019-07-03,14:53:00,Ewallet,5.6,0.48,14,65.8,Wednesday,7,2019,27
263,WALM022,Mesquite,Fashion accessories,38.3,4.0,2019-03-13,19:22:00,Cash,5.7,0.48,19,153.2,Wednesday,3,2019,11
264,WALM099,Weatherford,Sports and travel,22.24,10.0,2019-09-02,11:00:00,Cash,4.2,0.18,11,222.39999999999998,Monday,9,2019,36
265,WALM095,Big Spring,Sports and travel,54.45,1.0,2019-02-26,19:24:00,Ewallet,7.9,0.33,19,54.45,Tuesday,2,2019,9
266,WALM075,San Marcos,Sports and travel,98.4,7.0,2019-12-03,12:43:00,Credit card,8.7,0.33,12,688.8000000000001,Tuesday,12,2019,49
267,WALM072,Lancaster,Home and lifestyle,35.47,4.0,2019-03-14,17:22:00,Credit card,6.9,0.33,17,141.88,Thursday,3,2019,11
268,WALM081,Friendswood,Food and beverages,74.6,10.0,2019-08-01,20:55:00,Cash,9.5,0.33,20,746.0,Thursday,8,2019,31
269,WALM001,Houston,Home and lifestyle,70.74,4.0,2019-05-01,16:05:00,Credit card,4.4,0.36,16,282.96,Wednesday,5,2019,18
270,WALM001,Houston,Home and lifestyle,35.54,10.0,2019-04-01,13:34:00,Ewallet,7.0,0.36,13,355.4,Monday,4,2019,14
271,WALM069,Rockwall,Sports and travel,67.43,5.0,2019-06-03,18:13:00,Ewallet,6.3,0.33,18,337.15000000000003,Monday,6,2019,23
272,WALM027,Abilene,Health and beauty,21.12,2.0,2019-03-01,19:17:00,Cash,9.7,0.48,19,42.24,Friday,3,2019,9
273,WALM094,Alamo,Home and lifestyle,21.54,9.0,2019-07-01,11:44:00,Credit card,8.8,0.33,11,193.85999999999999,Monday,7,2019,27
274,WALM025,Waco,Home and lifestyle,12.03,2.0,2019-01-27,15:51:00,Cash,5.1,0.48,15,24.06,Sunday,1,2019,4
275,WALM042,Bryan,Health and beauty,99.71,6.0,2019-02-26,16:52:00,Ewallet,7.9,0.48,16,598.26,Tuesday,2,2019,9
276,WALM056,Rowlett,Fashion accessories,47.97,7.0,2019-07-01,20:52:00,Cash,6.2,0.33,20,335.78999999999996,Monday,7,2019,27
277,WALM027,Abilene,Home and lifestyle,21.82,10.0,2019-07-01,17:36:00,Cash,7.1,0.48,17,218.2,Monday,7,2019,27
278,WALM046,Temple,Fashion accessories,95.42,4.0,2019-02-02,13:23:00,Ewallet,6.4,0.48,13,381.68,Saturday,2,2019,5
279,WALM091,Little Elm,Fashion accessories,70.99,10.0,2019-03-20,16:28:00,Cash,5.7,0.33,16,709.9,Wednesday,3,2019,12
280,WALM051,New Braunfels,Sports and travel,44.02,10.0,2019-03-20,19:57:00,Credit card,9.6,0.48,19,440.20000000000005,Wednesday,3,2019,12
281,WALM073,Seguin,Home and lifestyle,69.96,8.0,2019-02-15,17:01:00,Credit card,6.4,0.33,17,559.68,Friday,2,2019,7
282,WALM036,Allen,Home and lifestyle,37.0,1.0,2019-06-03,13:29:00,Credit card,7.9,0.48,13,37.0,Monday,6,2019,23
283,WALM097,Alice,Sports and travel,15.34,1.0,2019-06-01,11:09:00,Cash,6.5,0.18,11,15.34,Saturday,6,2019,22
284,WALM030,Richardson,Health and beauty,99.83,6.0,2019-04-03,15:02:00,Ewallet,8.5,0.48,15,598.98,Wednesday,4,2019,14
285,WALM079,La Porte,Health and beauty,47.67,4.0,2019-12-03,14:21:00,Cash,9.1,0.33,14,190.68,Tuesday,12,2019,49
286,WALM052,Mansfield,Health and beauty,66.68,5.0,2019-02-20,18:01:00,Cash,7.6,0.57,18,333.40000000000003,Wednesday,2,2019,8
287,WALM010,Laredo,Home and lifestyle,74.86,1.0,2019-03-24,14:49:00,Cash,6.9,0.48,14,74.86,Sunday,3,2019,12
288,WALM079,La Porte,Sports and travel,23.75,9.0,2019-01-31,12:02:00,Cash,9.5,0.33,12,213.75,Thursday,1,2019,5
289,WALM094,Alamo,Food and beverages,48.51,7.0,2019-01-25,13:30:00,Credit card,5.2,0.33,13,339.57,Friday,1,2019,4
290,WALM074,Weslaco,Home and lifestyle,94.88,7.0,2019-03-02,14:38:00,Cash,4.2,0.33,14,664.16,Saturday,3,2019,9
291,WALM017,McKinney,Electronic accessories,40.3,10.0,2019-01-24,17:37:00,Credit card,7.0,0.48,17,403.0,Thursday,1,2019,4
292,WALM040,Edinburg,Electronic accessories,27.85,7.0,2019-03-14,17:20:00,Ewallet,6.0,0.48,17,194.95000000000002,Thursday,3,2019,11
293,WALM007,Arlington,Electronic accessories,62.48,1.0,2019-02-18,20:29:00,Cash,4.7,0.48,20,62.48,Monday,2,2019,8
294,WALM015,Grand Prairie,Food and beverages,36.36,2.0,2019-01-21,10:00:00,Cash,7.1,0.48,10,72.72,Monday,1,2019,4
295,WALM023,Midland,Health and beauty,18.11,10.0,2019-03-13,11:46:00,Ewallet,5.9,0.48,11,181.1,Wednesday,3,2019,11
296,WALM014,Amarillo,Electronic accessories,51.92,5.0,2019-03-03,13:42:00,Cash,7.5,0.48,13,259.6,Sunday,3,2019,9
297,WALM036,Allen,Electronic accessories,28.84,4.0,2019-03-29,14:44:00,Cash,6.4,0.48,14,115.36,Friday,3,2019,13
298,WALM085,Kerrville,Home and lifestyle,78.38,6.0,2019-10-01,14:16:00,Ewallet,5.8,0.33,14,470.28,Tuesday,10,2019,40
299,WALM095,Big Spring,Home and lifestyle,60.01,4.0,2019-01-25,15:54:00,Cash,4.5,0.33,15,240.04,Friday,1,2019,4
300,WALM017,McKinney,Home and lifestyle,88.61,1.0,2019-01-19,10:21:00,Cash,7.7,0.48,10,88.61,Saturday,1,2019,3
301,WALM100,Canyon,Fashion accessories,99.82,2.0,2019-02-01,18:09:00,Credit card,6.7,0.18,18,199.64,Friday,2,2019,5
302,WALM048,Harlingen,Health and beauty,39.01,1.0,2019-12-03,16:46:00,Credit card,4.7,0.48,16,39.01,Tuesday,12,2019,49
303,WALM031,Lewisville,Food and beverages,48.61,1.0,2019-02-25,15:31:00,Cash,4.4,0.48,15,48.61,Monday,2,2019,9
304,WALM026,Denton,Electronic accessories,51.19,4.0,2019-03-18,17:15:00,Credit card,4.7,0.48,17,204.76,Monday,3,2019,12
305,WALM045,Missouri City,Electronic accessories,14.96,8.0,2019-02-23,12:29:00,Credit card,8.6,0.48,12,119.68,Saturday,2,2019,8
306,WALM053,Conroe,Electronic accessories,72.2,7.0,2019-03-26,20:14:00,Ewallet,4.3,0.21,20,505.40000000000003,Tuesday,3,2019,13
307,WALM088,Cleburne,Sports and travel,40.23,7.0,2019-03-30,13:22:00,Cash,9.6,0.33,13,281.60999999999996,Saturday,3,2019,13
308,WALM066,Grapevine,Home and lifestyle,88.79,8.0,2019-02-17,17:09:00,Cash,4.1,0.33,17,710.32,Sunday,2,2019,7
309,WALM033,Pearland,Electronic accessories,26.48,3.0,2019-03-21,10:40:00,Ewallet,4.7,0.48,10,79.44,Thursday,3,2019,12
310,WALM012,Garland,Fashion accessories,81.91,2.0,2019-05-03,17:43:00,Cash,7.8,0.48,17,163.82,Friday,5,2019,18
311,WALM036,Allen,Sports and travel,79.93,6.0,2019-01-31,14:04:00,Cash,5.5,0.48,14,479.58000000000004,Thursday,1,2019,5
312,WALM076,Huntsville,Fashion accessories,69.33,2.0,2019-05-02,19:05:00,Ewallet,9.7,0.33,19,138.66,Thursday,5,2019,18
313,WALM012,Garland,Food and beverages,14.23,5.0,2019-01-02,10:08:00,Credit card,4.4,0.48,10,71.15,Wednesday,1,2019,1
314,WALM026,Denton,Health and beauty,15.55,9.0,2019-07-03,13:12:00,Cash,5.0,0.48,13,139.95000000000002,Wednesday,7,2019,27
315,WALM075,San Marcos,Electronic accessories,78.13,10.0,2019-10-02,20:51:00,Cash,4.4,0.33,20,781.3,Wednesday,10,2019,40
316,WALM030,Richardson,Food and beverages,99.37,2.0,2019-02-14,17:29:00,Cash,5.2,0.48,17,198.74,Thursday,2,2019,7
317,WALM012,Garland,Food and beverages,21.08,3.0,2019-09-02,10:25:00,Cash,7.3,0.48,10,63.239999999999995,Monday,9,2019,36
318,WALM091,Little Elm,Electronic accessories,74.79,5.0,2019-10-01,11:34:00,Cash,4.9,0.33,11,373.95000000000005,Tuesday,10,2019,40
319,WALM048,Harlingen,Health and beauty,29.67,7.0,2019-11-03,18:58:00,Credit card,8.1,0.48,18,207.69,Sunday,11,2019,44
320,WALM059,Pflugerville,Health and beauty,44.07,4.0,2019-02-18,16:28:00,Ewallet,8.4,0.33,16,176.28,Monday,2,2019,8
321,WALM065,Texas City,Food and beverages,22.93,9.0,2019-02-26,20:26:00,Cash,5.5,0.33,20,206.37,Tuesday,2,2019,9
322,WALM016,Brownsville,Health and beauty,39.42,1.0,2019-01-18,15:08:00,Cash,8.4,0.48,15,39.42,Friday,1,2019,3
323,WALM037,League City,Health and beauty,15.26,6.0,2019-02-15,18:03:00,Ewallet,9.8,0.48,18,91.56,Friday,2,2019,7
324,WALM010,Laredo,Fashion accessories,61.77,5.0,2019-08-03,13:21:00,Cash,6.7,0.48,13,308.85,Saturday,8,2019,31
325,WALM086,Rosenberg,Home and lifestyle,21.52,6.0,2019-01-17,12:48:00,Credit card,9.4,0.33,12,129.12,Thursday,1,2019,3
326,WALM088,Cleburne,Sports and travel,97.74,4.0,2019-12-03,19:53:00,Ewallet,6.4,0.33,19,390.96,Tuesday,12,2019,49
327,WALM069,Rockwall,Food and beverages,99.78,5.0,2019-09-03,19:09:00,Cash,5.4,0.33,19,498.9,Tuesday,9,2019,36
328,WALM057,Euless,Food and beverages,94.26,4.0,2019-12-03,16:30:00,Cash,8.6,0.33,16,377.04,Tuesday,12,2019,49
329,WALM052,Mansfield,Health and beauty,51.13,4.0,2019-01-25,10:11:00,Credit card,4.0,0.57,10,204.52,Friday,1,2019,4
330,WALM063,Georgetown,Electronic accessories,36.36,4.0,2019-03-25,13:07:00,Cash,7.6,0.33,13,145.44,Monday,3,2019,13
331,WALM071,Lufkin,Home and lifestyle,22.02,9.0,2019-07-02,18:48:00,Cash,6.8,0.33,18,198.18,Tuesday,7,2019,27
332,WALM076,Huntsville,Food and beverages,32.9,3.0,2019-02-17,17:27:00,Credit card,9.1,0.33,17,98.69999999999999,Sunday,2,2019,7
333,WALM070,Hurst,Fashion accessories,77.02,5.0,2019-03-02,15:59:00,Cash,5.5,0.33,15,385.09999999999997,Saturday,3,2019,9
334,WALM034,College Station,Food and beverages,23.48,2.0,2019-03-14,11:21:00,Credit card,7.9,0.48,11,46.96,Thursday,3,2019,11
335,WALM089,Southlake,Sports and travel,14.7,5.0,2019-03-24,13:48:00,Ewallet,8.5,0.33,13,73.5,Sunday,3,2019,12
336,WALM032,Tyler,Electronic accessories,28.45,5.0,2019-03-21,10:17:00,Credit card,9.1,0.48,10,142.25,Thursday,3,2019,12
337,WALM024,Carrollton,Fashion accessories,76.4,9.0,2019-03-19,15:49:00,Ewallet,7.5,0.48,15,687.6,Tuesday,3,2019,12
338,WALM100,Canyon,Sports and travel,57.95,6.0,2019-02-24,13:02:00,Cash,5.2,0.18,13,347.70000000000005,Sunday,2,2019,8
339,WALM016,Brownsville,Electronic accessories,47.65,3.0,2019-03-28,12:58:00,Credit card,9.5,0.48,12,142.95,Thursday,3,2019,13
340,WALM051,New Braunfels,Food and beverages,42.82,9.0,2019-05-02,15:26:00,Credit card,8.9,0.48,15,385.38,Thursday,5,2019,18
341,WALM014,Amarillo,Electronic accessories,48.09,3.0,2019-10-02,18:23:00,Credit card,7.8,0.48,18,144.27,Wednesday,10,2019,40
342,WALM030,Richardson,Health and beauty,55.97,7.0,2019-05-03,19:06:00,Ewallet,8.9,0.48,19,391.78999999999996,Friday,5,2019,18
343,WALM037,League City,Health and beauty,76.9,7.0,2019-02-15,20:21:00,Cash,7.7,0.48,20,538.3000000000001,Friday,2,2019,7
344,WALM045,Missouri City,Food and beverages,97.03,5.0,2019-01-30,16:24:00,Credit card,9.3,0.48,16,485.15,Wednesday,1,2019,5
345,WALM007,Arlington,Sports and travel,44.65,3.0,2019-02-14,15:04:00,Cash,6.2,0.48,15,133.95,Thursday,2,2019,7
346,WALM057,Euless,Fashion accessories,77.93,9.0,2019-02-27,16:10:00,Ewallet,7.6,0.33,16,701.3700000000001,Wednesday,2,2019,9
347,WALM096,Eagle Pass,Electronic accessories,71.95,1.0,2019-04-02,12:14:00,Cash,7.3,0.18,12,71.95,Tuesday,4,2019,14
348,WALM066,Grapevine,Home and lifestyle,89.25,8.0,2019-01-20,10:13:00,Cash,4.7,0.33,10,714.0,Sunday,1,2019,3
349,WALM095,Big Spring,Electronic accessories,26.02,7.0,2019-03-28,17:38:00,Cash,5.1,0.33,17,182.14,Thursday,3,2019,13
350,WALM087,Waxahachie,Health and beauty,13.5,10.0,2019-02-27,11:06:00,Credit card,4.8,0.33,11,135.0,Wednesday,2,2019,9
351,WALM017,McKinney,Fashion accessories,99.3,10.0,2019-02-15,14:53:00,Credit card,6.6,0.48,14,993.0,Friday,2,2019,7
352,WALM029,Round Rock,Electronic accessories,51.69,7.0,2019-01-26,18:22:00,Cash,5.5,0.48,18,361.83,Saturday,1,2019,4
353,WALM098,Mineral Wells,Fashion accessories,54.73,7.0,2019-03-14,19:02:00,Credit card,8.5,0.18,19,383.10999999999996,Thursday,3,2019,11
354,WALM019,Pasadena,Home and lifestyle,27.0,9.0,2019-02-03,14:16:00,Cash,4.8,0.48,14,243.0,Sunday,2,2019,5
355,WALM082,Weslaco,Electronic accessories,30.24,1.0,2019-04-03,15:44:00,Cash,8.4,0.33,15,30.24,Wednesday,4,2019,14
356,WALM090,Brownwood,Food and beverages,89.14,4.0,2019-07-01,12:20:00,Credit card,7.8,0.33,12,356.56,Monday,7,2019,27
357,WALM028,Odessa,Fashion accessories,37.55,10.0,2019-08-03,20:01:00,Credit card,9.3,0.48,20,375.5,Saturday,8,2019,31
358,WALM017,McKinney,Sports and travel,95.44,10.0,2019-09-01,13:45:00,Cash,5.2,0.48,13,954.4,Sunday,9,2019,35
359,WALM070,Hurst,Electronic accessories,27.5,3.0,2019-01-03,15:40:00,Ewallet,6.5,0.33,15,82.5,Thursday,1,2019,1
360,WALM081,Friendswood,Sports and travel,74.97,1.0,2019-03-16,16:58:00,Cash,5.6,0.33,16,74.97,Saturday,3,2019,11
361,WALM010,Laredo,Food and beverages,80.96,8.0,2019-02-17,11:12:00,Credit card,7.4,0.48,11,647.68,Sunday,2,2019,7
362,WALM070,Hurst,Food and beverages,94.47,8.0,2019-02-27,15:12:00,Cash,9.1,0.33,15,755.76,Wednesday,2,2019,9
363,WALM002,Dallas,Food and beverages,99.79,2.0,2019-07-03,20:37:00,Ewallet,8.0,0.36,20,199.58,Wednesday,7,2019,27
364,WALM089,Southlake,Home and lifestyle,73.22,6.0,2019-01-21,17:44:00,Cash,7.2,0.33,17,439.32,Monday,1,2019,4
365,WALM037,League City,Food and beverages,41.24,4.0,2019-02-19,16:23:00,Cash,7.1,0.48,16,164.96,Tuesday,2,2019,8
366,WALM079,La Porte,Fashion accessories,81.68,4.0,2019-06-01,12:12:00,Cash,9.1,0.33,12,326.72,Saturday,6,2019,22
367,WALM072,Lancaster,Electronic accessories,51.32,9.0,2019-03-14,19:33:00,Cash,5.6,0.33,19,461.88,Thursday,3,2019,11
368,WALM048,Harlingen,Home and lifestyle,65.94,4.0,2019-03-24,10:29:00,Cash,6.0,0.48,10,263.76,Sunday,3,2019,12
369,WALM026,Denton,Sports and travel,14.36,10.0,2019-01-27,14:28:00,Cash,5.4,0.48,14,143.6,Sunday,1,2019,4
370,WALM018,Frisco,Electronic accessories,21.5,9.0,2019-06-03,12:46:00,Credit card,7.8,0.48,12,193.5,Monday,6,2019,23
371,WALM005,Fort Worth,Electronic accessories,26.26,7.0,2019-02-02,19:40:00,Cash,9.9,0.48,19,183.82000000000002,Saturday,2,2019,5
372,WALM071,Lufkin,Fashion accessories,60.96,2.0,2019-01-25,19:39:00,Credit card,4.9,0.33,19,121.92,Friday,1,2019,4
373,WALM086,Rosenberg,Home and lifestyle,70.11,6.0,2019-03-14,17:54:00,Ewallet,5.2,0.33,17,420.65999999999997,Thursday,3,2019,11
374,WALM014,Amarillo,Fashion accessories,42.08,6.0,2019-01-29,12:25:00,Cash,8.9,0.48,12,252.48,Tuesday,1,2019,5
375,WALM020,Killeen,Home and lifestyle,67.09,5.0,2019-03-01,16:47:00,Credit card,9.1,0.48,16,335.45000000000005,Friday,3,2019,9
376,WALM009,Plano,Fashion accessories,96.7,5.0,2019-01-14,12:52:00,Ewallet,7.0,0.48,12,483.5,Monday,1,2019,3
377,WALM096,Eagle Pass,Home and lifestyle,35.38,9.0,2019-05-01,19:50:00,Credit card,9.6,0.33,19,318.42,Wednesday,5,2019,18
378,WALM037,League City,Sports and travel,95.49,7.0,2019-02-22,18:17:00,Ewallet,8.7,0.48,18,668.43,Friday,2,2019,8
379,WALM009,Plano,Fashion accessories,96.98,4.0,2019-06-02,17:20:00,Ewallet,9.4,0.48,17,387.92,Sunday,6,2019,22
